318,"shawshank redemption, the ","{crime,drama}",111161,278,4.44,77887,4.423,1994
858,"godfather, the ","{crime,drama}",68646,238,4.35,49846,4.3254,1972
50,"usual suspects, the ","{crime,mystery,thriller}",114814,629,4.32,53195,4.2975,1995
527,schindler's list ,"{drama,war}",108052,424,4.29,59857,4.2704,1993
1221,"godfather: part ii, the ","{crime,drama}",71562,240,4.27,32247,4.2348,1974
1193,one flew over the cuckoo's nest ,{drama},73486,510,4.24,35832,4.209,1975
2959,fight club ,"{action,crime,drama,thriller}",137523,550,4.23,48879,4.2073,1999
904,rear window ,"{mystery,thriller}",47396,567,4.25,19422,4.1936,1954
912,casablanca ,"{drama,romance}",34583,289,4.23,27819,4.1908,1942
750,dr. strangelove or: how i learned to stop worrying and love the bomb ,"{comedy,war}",57012,935,4.22,25778,4.1781,1964
2019,seven samurai (shichinin no samurai) ,"{action,adventure,drama}",47478,346,4.26,12753,4.1756,1954
58559,"dark knight, the ","{action,crime,drama,imax}",468569,155,4.2,29422,4.1638,2008
908,north by northwest ,"{action,adventure,mystery,romance,thriller}",53125,213,4.22,17837,4.1605,1959
2571,"matrix, the ","{action,sci-fi,thriller}",133093,603,4.17,64830,4.1537,1999
1198,raiders of the lost ark (indiana jones and the raiders of the lost ark) ,"{action,adventure}",82971,85,4.17,51962,4.1498,1981
1203,12 angry men ,{drama},50083,389,4.22,14828,4.1492,1957
296,pulp fiction ,"{comedy,crime,drama,thriller}",110912,680,4.16,79091,4.1468,1994
593,"silence of the lambs, the ","{crime,horror,thriller}",102926,274,4.16,76271,4.1463,1991
6016,city of god (cidade de deus) ,"{action,adventure,crime,drama,thriller}",317248,598,4.21,16447,4.1463,2002
1213,goodfellas ,"{crime,drama}",99685,769,4.18,29939,4.1451,1990
260,star wars: episode iv - a new hope ,"{action,adventure,sci-fi}",76759,11,4.16,67092,4.1444,1977
1196,star wars: episode v - the empire strikes back ,"{action,adventure,sci-fi}",80684,1891,4.16,53331,4.1405,1980
4226,memento ,"{mystery,thriller}",209144,77,4.17,34790,4.1401,2000
1136,monty python and the holy grail ,"{adventure,comedy,fantasy}",71853,762,4.16,35450,4.1309,1975
2858,american beauty ,"{drama,romance}",169547,14,4.15,51648,4.13,1999
5618,spirited away (sen to chihiro no kamikakushi) ,"{adventure,animation,fantasy}",245429,129,4.19,16830,4.1288,2001
4973,"amelie (fabuleux destin d'amélie poulain, le) ","{comedy,romance}",211915,194,4.16,29005,4.1246,2001
2324,life is beautiful (la vita è bella) ,"{comedy,drama,romance,war}",118799,637,4.17,21634,4.1227,1997
1197,"princess bride, the ","{action,adventure,comedy,fantasy,romance}",93779,2493,4.15,36882,4.1223,1987
79132,inception ,"{action,crime,drama,mystery,sci-fi,thriller,imax}",1375666,27205,4.16,23518,4.1167,2010
2329,american history x ,"{crime,drama}",120586,73,4.15,27261,4.1128,1998
1252,chinatown ,"{crime,film-noir,mystery,thriller}",71315,829,4.17,17031,4.1106,1974
1207,to kill a mockingbird ,{drama},56592,595,4.17,16080,4.1073,1962
7153,"lord of the rings: the return of the king, the ","{action,adventure,drama,fantasy}",167260,122,4.13,41049,4.1055,2003
541,blade runner ,"{action,sci-fi,thriller}",83658,78,4.13,33435,4.1001,1982
1234,"sting, the ","{comedy,crime}",70735,9277,4.16,16365,4.0989,1973
4993,"lord of the rings: the fellowship of the ring, the ","{adventure,fantasy}",120737,120,4.12,46888,4.0987,2001
608,fargo ,"{comedy,crime,drama,thriller}",116282,275,4.11,48433,4.0895,1996
1148,wallace & gromit: the wrong trousers ,"{animation,children,comedy,crime}",108598,531,4.15,16198,4.0889,1993
922,sunset blvd. (a.k.a. sunset boulevard) ,"{drama,film-noir,romance}",43014,599,4.22,7313,4.0851,1950
1212,"third man, the ","{film-noir,mystery,thriller}",41959,1092,4.22,7172,4.0828,1949
1208,apocalypse now ,"{action,drama,war}",78788,28,4.11,25246,4.0715,1979
44555,"lives of others, the (das leben der anderen) ","{drama,romance,thriller}",405094,582,4.2,7435,4.0695,2006
913,"maltese falcon, the ","{film-noir,mystery}",33870,963,4.14,13674,4.0691,1941
903,vertigo ,"{drama,mystery,romance,thriller}",52357,426,4.13,15854,4.0688,1958
5952,"lord of the rings: the two towers, the ","{adventure,fantasy}",167261,121,4.09,42433,4.0672,2002
48516,"departed, the ","{crime,drama,thriller}",407887,1422,4.12,18334,4.0672,2006
111,taxi driver ,"{crime,drama,thriller}",75314,103,4.1,28402,4.066,1976
7502,band of brothers ,"{action,drama,war}",185906,191903,4.21,6522,4.0623,2001
1201,"good, the bad and the ugly, the (buono, il brutto, il cattivo, il) ","{action,adventure,western}",60196,429,4.12,16356,4.0612,1966
923,citizen kane ,"{drama,mystery}",33467,15,4.11,19461,4.0606,1941
1089,reservoir dogs ,"{crime,mystery,thriller}",105236,500,4.09,30619,4.0587,1992
745,wallace & gromit: a close shave ,"{animation,children,comedy}",112691,532,4.13,13090,4.0568,1995
7361,eternal sunshine of the spotless mind ,"{drama,romance,sci-fi}",338013,38,4.09,26600,4.0541,2004
1204,lawrence of arabia ,"{adventure,drama,war}",56172,947,4.12,14081,4.0523,1962
2028,saving private ryan ,"{action,drama,war}",120815,857,4.07,44176,4.0485,1998
1233,"boot, das (boat, the) ","{action,drama,war}",82096,387,4.11,15108,4.0472,1981
1172,cinema paradiso (nuovo cinema paradiso) ,{drama},95765,11216,4.13,10790,4.0425,1989
47,seven (a.k.a. se7en) ,"{mystery,thriller}",114369,807,4.06,47630,4.0402,1995
1617,l.a. confidential ,"{crime,film-noir,mystery,thriller}",119488,2118,4.07,30042,4.0387,1997
293,léon: the professional (a.k.a. the professional) (léon) ,"{action,crime,drama,thriller}",110413,101,4.07,29856,4.0385,1994
356,forrest gump ,"{comedy,drama,romance,war}",109830,13,4.05,81296,4.0384,1994
3435,double indemnity ,"{crime,drama,film-noir}",36775,996,4.21,5234,4.0318,1944
1262,"great escape, the ","{action,adventure,drama,war}",57115,5925,4.11,11764,4.0308,1963
1225,amadeus ,{drama},86879,279,4.07,21875,4.0275,1984
1219,psycho ,"{crime,horror}",54215,539,4.07,21198,4.0263,1960
1284,"big sleep, the ","{crime,film-noir,mystery}",38355,910,4.18,5979,4.0251,1946
1250,"bridge on the river kwai, the ","{adventure,drama,war}",50212,826,4.09,13728,4.0227,1957
1704,good will hunting ,"{drama,romance}",119217,489,4.05,32396,4.0215,1997
2762,"sixth sense, the ","{drama,horror,mystery}",167404,745,4.04,44055,4.0191,1999
3000,princess mononoke (mononoke-hime) ,"{action,adventure,animation,drama,fantasy}",119698,128,4.1,11156,4.0176,1997
1276,cool hand luke ,{drama},61512,903,4.09,12449,4.0163,1967
4011,snatch ,"{comedy,crime,thriller}",208092,107,4.06,20502,4.0153,2000
110,braveheart ,"{action,drama,war}",112573,197,4.03,61267,4.015,1995
1214,alien ,"{horror,sci-fi}",78748,348,4.04,33440,4.0127,1979
1247,"graduate, the ","{comedy,drama,romance}",61722,37247,4.06,18415,4.0105,1967
1267,"manchurian candidate, the ","{crime,thriller,war}",56218,982,4.1,9804,4.0073,1962
930,notorious ,"{film-noir,romance,thriller}",38787,303,4.18,5226,4.0064,1946
5971,my neighbor totoro (tonari no totoro) ,"{animation,children,drama,fantasy}",96283,8392,4.13,7263,4.0052,1988
926,all about eve ,{drama},42192,705,4.18,5138,4.0039,1950
1222,full metal jacket ,"{drama,war}",93058,600,4.04,23353,4.0014,1987
1945,on the waterfront ,"{crime,drama}",47296,654,4.15,6041,4.0007,1954
48780,"prestige, the ","{drama,mystery,sci-fi,thriller}",482571,1124,4.06,14925,3.9996,2006
898,"philadelphia story, the ","{comedy,drama,romance}",32904,981,4.12,7471,3.9995,1940
1230,annie hall ,"{comedy,romance}",75686,703,4.05,17645,3.999,1977
92259,intouchables ,"{comedy,drama}",1675434,77338,4.13,6648,3.9952,2011
969,"african queen, the ","{adventure,comedy,romance,war}",43265,488,4.07,11380,3.9916,1951
1248,touch of evil ,"{crime,film-noir,thriller}",52311,1480,4.17,4934,3.9895,1958
1304,butch cassidy and the sundance kid ,"{action,western}",64115,642,4.04,16921,3.9875,1969
1228,raging bull ,{drama},81398,1578,4.07,10478,3.9854,1980
5995,"pianist, the ","{drama,war}",253474,423,4.05,13280,3.9834,2002
109487,interstellar ,"{sci-fi,imax}",816692,157336,4.07,10209,3.9834,2014
1178,paths of glory ,"{drama,war}",50825,975,4.21,3858,3.9813,1957
1217,ran ,"{drama,war}",89881,11645,4.15,5220,3.981,1985
60069,wall·e ,"{adventure,animation,children,romance,sci-fi}",910970,10681,4.03,17303,3.9791,2008
1254,"treasure of the sierra madre, the ","{action,adventure,drama,western}",40897,3090,4.14,5468,3.979,1948
1260,m ,"{crime,film-noir,thriller}",22100,832,4.17,4560,3.9774,1931
778,trainspotting ,"{comedy,crime,drama}",117951,627,4.01,26383,3.9767,1996
1258,"shining, the ",{horror},81505,694,4.01,26085,3.9764,1980
27773,old boy ,"{mystery,thriller}",364569,670,4.08,8357,3.9751,2003
1291,indiana jones and the last crusade ,"{action,adventure}",97576,89,4,34551,3.9747,1989
1210,star wars: episode vi - return of the jedi ,"{action,adventure,sci-fi}",86190,1892,3.99,56255,3.9744,1983
457,"fugitive, the ",{thriller},106977,5503,3.99,54403,3.9739,1993
2186,strangers on a train ,"{crime,drama,film-noir,thriller}",44079,845,4.13,5584,3.9734,1951
910,some like it hot ,"{comedy,crime}",53291,239,4.04,12603,3.9708,1959
1200,aliens ,"{action,adventure,horror,sci-fi}",90605,679,4,29666,3.9706,1986
3949,requiem for a dream ,{drama},180093,641,4.02,17451,3.9701,2000
1288,this is spinal tap ,{comedy},88258,11031,4.02,17195,3.9694,1984
953,it's a wonderful life ,"{drama,fantasy,romance}",38650,1585,4.02,16114,3.9662,1946
3147,"green mile, the ","{crime,drama}",120689,497,4,24849,3.9651,1999
3030,yojimbo ,"{action,adventure}",55630,11878,4.19,3845,3.9648,1961
1199,brazil ,"{fantasy,sci-fi}",88846,68,4.02,15108,3.9628,1985
68954,up ,"{adventure,animation,children,drama}",1049413,14160,4.02,14779,3.9616,2009
4878,donnie darko ,"{drama,mystery,sci-fi,thriller}",246578,141,4,21926,3.9607,2001
1206,"clockwork orange, a ","{crime,drama,sci-fi,thriller}",66921,185,3.99,27122,3.9583,1971
68157,inglourious basterds ,"{action,drama,war}",361748,16869,4.02,13832,3.9579,2009
899,singin' in the rain ,"{comedy,musical,romance}",45152,872,4.03,11673,3.9565,1952
905,it happened one night ,"{comedy,romance}",25316,3078,4.15,4421,3.9561,1934
1256,duck soup ,"{comedy,musical,war}",23969,3063,4.1,5952,3.956,1933
800,lone star ,"{drama,mystery,western}",116905,26748,4.07,7460,3.9552,1996
306,three colors: red (trois couleurs: rouge) ,{drama},111495,110,4.06,8127,3.9547,1994
2692,run lola run (lola rennt) ,"{action,crime}",130827,104,4,18755,3.9544,1998
1259,stand by me ,"{adventure,drama}",92005,235,3.99,22136,3.9515,1986
48394,"pan's labyrinth (laberinto del fauno, el) ","{drama,fantasy,thriller}",457430,1417,4.01,14540,3.9514,2006
1299,"killing fields, the ","{drama,war}",87553,625,4.06,7761,3.9503,1984
2542,"lock, stock & two smoking barrels ","{comedy,crime,thriller}",120735,100,4,17085,3.9502,1998
2804,"christmas story, a ","{children,comedy}",85334,850,4.01,13900,3.9489,1983
916,roman holiday ,"{comedy,drama,romance}",46250,804,4.07,6795,3.9454,1953
1209,once upon a time in the west (c'era una volta il west) ,"{action,drama,western}",64116,335,4.11,5087,3.9439,1968
1080,monty python's life of brian ,{comedy},79470,583,3.98,22569,3.9426,1979
2502,office space ,"{comedy,crime}",151804,1542,3.98,22567,3.9426,1999
99114,django unchained ,"{action,drama,western}",1853728,68718,4.03,9569,3.9419,2012
5291,rashomon (rashômon) ,"{crime,drama,mystery}",42876,548,4.14,4250,3.9417,1950
1244,manhattan ,"{comedy,drama,romance}",79522,696,4.03,9471,3.9411,1979
720,wallace & gromit: the best of aardman animation ,"{adventure,animation,comedy}",118114,,4.03,9444,3.9408,1996
3578,gladiator ,"{action,adventure,drama}",172495,98,3.96,38460,3.9382,2000
919,"wizard of oz, the ","{adventure,children,fantasy,musical}",32138,630,3.97,24820,3.9363,1939
31658,howl's moving castle (hauru no ugoku shiro) ,"{adventure,animation,fantasy,romance}",347149,4935,4.05,7345,3.936,2004
246,hoop dreams ,{documentary},110057,14275,4.01,11233,3.9355,1994
924,2001: a space odyssey ,"{adventure,drama,sci-fi}",62622,62,3.96,27262,3.9295,2001
1224,henry v ,"{action,drama,romance,war}",97499,10705,4.1,4859,3.9291,1989
1147,when we were kings ,{documentary},118147,10548,4.14,3935,3.929,1996
